City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
343,Chara,RU,56.9064,118.2631,26.56,91,100,3.29,light snow
344,Karasjok,NO,69.4719,25.5112,37.17,96,100,4.14,overcast clouds
345,Goundam,ML,16.4145,-3.6708,80.65,12,1,9.37,clear sky
346,Beasain,ES,43.0502,-2.2009,55.72,88,100,3.09,overcast clouds
347,Sawtell,AU,-30.3833,153.1,65.19,94,100,0.0,overcast clouds
348,Daru,PG,-9.0763,143.2092,78.67,84,100,2.15,overcast clouds
349,Cukai,MY,4.25,103.4167,78.75,86,99,3.29,overcast clouds
350,Heinola,FI,61.2056,26.0381,37.99,94,86,4.76,overcast clouds
351,Calais,FR,50.9167,1.8333,55.42,72,97,11.21,overcast clouds
352,Bonfim,BR,3.0833,-59.95,92.57,39,87,5.66,overcast clouds
353,Chumikan,RU,54.7183,135.315,13.33,94,50,6.55,scattered clouds
354,Meadow Lake,US,34.8014,-106.5436,77.29,9,0,13.27,clear sky
355,Isangel,VU,-19.55,169.2667,80.53,79,100,1.81,overcast clouds
356,Port Hardy,CA,50.6996,-127.4199,50.18,62,40,26.46,scattered clouds
357,Thornbury,GB,52.2333,-2.55,54.99,90,100,3.91,overcast clouds
358,River Falls,US,44.8614,-92.6238,45.23,46,100,11.07,overcast clouds
359,Komsomolskiy,UZ,40.4272,71.7189,65.12,36,22,6.91,few clouds
360,Pokhara,NP,28.2333,83.9833,72.09,24,0,7.9,clear sky
361,Virginia Beach,US,36.8529,-75.978,62.06,60,14,1.01,few clouds
362,Egersund,NO,58.4513,5.9997,48.09,76,90,7.23,overcast clouds
363,Beyla,GN,8.6833,-8.6333,76.46,63,100,3.83,overcast clouds
364,Gobabis,NA,-22.45,18.9667,69.22,56,89,7.92,overcast clouds
365,Tatawin,TN,32.9297,10.4518,69.08,35,93,6.8,overcast clouds
366,Bauchi,NG,10.5,10.0,79.27,62,97,4.9,light rain
367,Haines Junction,CA,60.7522,-137.5108,31.95,34,78,4.61,broken clouds
368,Vardo,NO,70.3705,31.1107,35.58,93,75,11.5,light intensity drizzle
369,Zhob,PK,31.3411,69.4481,71.46,23,84,0.38,broken clouds
370,Mogadishu,SO,2.0371,45.3438,82.51,82,100,13.42,light rain
371,Saurimo,AO,-9.6608,20.3916,66.63,92,96,2.91,light rain
372,Pochutla,MX,15.7432,-96.4661,89.82,42,46,10.38,scattered clouds
373,Prainha,BR,-1.8,-53.48,79.11,89,100,2.24,overcast clouds
374,Meulaboh,ID,4.1363,96.1285,77.74,88,100,3.42,overcast clouds
375,Balykshi,KZ,47.0667,51.8667,46.4,81,0,4.47,clear sky
376,Coihaique,CL,-45.5752,-72.0662,56.01,62,0,5.75,clear sky
377,Lompoc,US,34.6391,-120.4579,75.69,68,75,23.0,broken clouds
378,Straumen,NO,63.8709,11.2999,44.6,94,87,2.82,overcast clouds
379,Juneau,US,58.3019,-134.4197,45.84,64,100,1.01,overcast clouds
380,West Bay,KY,19.3667,-81.4167,86.07,69,40,5.75,scattered clouds
381,Jacareacanga,BR,-6.2222,-57.7528,77.95,95,71,2.86,broken clouds
382,Manta,EC,-0.95,-80.7333,85.78,62,40,10.36,scattered clouds
383,Patancheru,IN,17.5314,78.265,85.06,56,92,10.49,overcast clouds
384,Zarubino,RU,42.63,131.0922,41.09,55,66,6.24,broken clouds
385,Nabire,ID,-3.3667,135.4833,75.38,91,93,2.86,moderate rain
386,Lerwick,GB,60.1545,-1.1494,48.2,82,100,18.28,overcast clouds
387,Padang,ID,-0.9492,100.3543,78.31,89,80,3.67,heavy intensity rain
388,Nome,US,64.5011,-165.4064,30.27,86,100,21.85,light snow
389,Lockhart,US,28.6194,-81.4426,89.44,49,65,1.01,broken clouds
390,Sterling,US,39.0062,-77.4286,57.54,36,0,14.0,clear sky
391,Artyom,AZ,40.4723,50.333,51.94,87,0,10.31,clear sky
392,Nazca,PE,-14.8333,-74.95,79.18,42,29,8.23,scattered clouds
393,Biltine,TD,14.5333,20.9167,93.45,23,82,5.75,broken clouds
394,Narok,KE,-1.0783,35.8601,59.7,95,100,2.51,moderate rain
395,Tocantins,BR,-10.5,-48.0,80.89,92,93,2.44,overcast clouds
396,Sabha,LY,27.0377,14.4283,67.1,31,89,7.56,overcast clouds
397,Yumen,CN,40.2833,97.2,41.65,27,0,7.09,clear sky
398,Srednekolymsk,RU,67.45,153.6833,11.73,90,99,5.7,overcast clouds
399,Guapo,BR,-16.8306,-49.5319,84.58,62,99,4.99,overcast clouds
400,Qaqortoq,GL,60.7167,-46.0333,30.49,84,99,4.52,overcast clouds
401,Tay Ninh,VN,11.3,106.1,80.92,76,82,5.14,broken clouds
402,Kars,TR,40.602,43.095,31.84,77,64,2.06,broken clouds
403,Mount Isa,AU,-20.7333,139.5,60.57,55,2,0.0,clear sky
404,Gorshechnoye,RU,51.5244,38.0365,44.04,92,100,12.84,overcast clouds
405,Potam,MX,27.6,-110.3833,93.88,14,73,18.7,broken clouds
406,Alice Springs,AU,-23.7,133.8833,69.22,32,18,5.75,few clouds
407,Doctor Juan Leon Mallorquin,PY,-25.4,-55.2667,80.33,76,28,2.44,scattered clouds
408,Vila Franca Do Campo,PT,37.7167,-25.4333,59.41,79,63,11.43,broken clouds
409,Sibu,MY,2.3,111.8167,75.51,100,40,0.0,scattered clouds
410,Canon City,US,38.441,-105.2424,75.36,13,0,21.85,clear sky
411,Birjand,IR,32.8663,59.2211,59.47,63,75,0.0,broken clouds
412,North Myrtle Beach,US,33.816,-78.68,78.35,76,11,8.01,few clouds
413,Sept-Iles,CA,50.2001,-66.3821,40.05,71,100,5.99,overcast clouds
414,Nisia Floresta,BR,-6.0911,-35.2086,77.76,85,50,5.95,scattered clouds
415,Batemans Bay,AU,-35.7167,150.1833,59.09,73,92,5.1,overcast clouds
416,Tocache,PE,-8.1842,-76.5125,87.06,55,76,2.35,broken clouds
417,Elat,IL,29.5581,34.9482,84.78,13,78,3.8,broken clouds
418,Arman,RU,59.7,150.1667,23.05,76,100,4.38,overcast clouds
419,Smithers,CA,54.7804,-127.1743,48.31,35,85,1.01,overcast clouds
420,Sarwar,IN,26.0667,75.0,88.32,20,11,21.68,few clouds
421,Mirabela,BR,-16.2628,-44.1644,69.53,81,100,8.77,light rain
422,Kupino,RU,54.3663,77.2981,41.88,79,13,8.34,few clouds
423,Pierre,US,44.3683,-100.351,52.86,35,86,27.0,overcast clouds
424,Ridgecrest,US,35.6225,-117.6709,81.64,16,0,3.0,clear sky
425,Velyka Oleksandrivka,UA,47.3197,33.3037,42.3,82,100,13.15,light rain
426,Seoul,KR,37.5683,126.9778,49.44,45,100,3.04,overcast clouds
427,La Peca,PE,-5.6111,-78.435,82.63,58,50,4.36,light rain
428,Galle,LK,6.0367,80.217,81.0,80,95,5.7,light rain
429,Mataram,ID,-8.5833,116.1167,77.81,83,96,4.36,light rain
430,Tilichiki,RU,60.4667,166.1,19.54,89,66,5.82,broken clouds
431,Koygorodok,RU,60.445,50.9968,24.44,93,73,3.85,broken clouds
432,Kaoma,ZM,-14.7833,24.8,67.01,85,100,3.98,overcast clouds
433,Chapais,CA,49.7834,-74.8492,28.89,81,100,11.92,overcast clouds
434,Lakatoro,VU,-16.0999,167.4164,82.38,76,87,3.71,overcast clouds
435,Bar Harbor,US,44.3876,-68.2039,47.26,43,97,18.01,overcast clouds
436,Tommot,RU,58.9564,126.2925,20.59,83,100,4.34,overcast clouds
437,Bedesa,ET,8.9,40.7833,64.6,79,98,2.26,overcast clouds
438,Bandarbeyla,SO,9.4942,50.8122,81.5,80,69,6.24,broken clouds
439,Hammerfest,NO,70.6634,23.6821,43.25,81,75,11.5,broken clouds
440,Norman Wells,CA,65.282,-126.8329,20.28,70,65,5.61,broken clouds
441,Griffith,US,41.5284,-87.4237,49.08,63,0,11.5,clear sky
442,Yendi,GH,9.4427,-0.0099,91.11,33,47,2.71,scattered clouds
443,Luebo,CD,-5.35,21.4167,73.06,92,32,2.15,scattered clouds
444,Olafsvik,IS,64.8945,-23.7142,41.99,67,94,10.92,overcast clouds
445,Moindou,NC,-21.6924,165.677,75.36,70,83,1.88,broken clouds
446,Lanzhou,CN,36.0564,103.7922,44.31,37,98,3.65,overcast clouds
447,Barbosa Ferraz,BR,-24.03,-52.0117,65.71,71,6,1.95,clear sky
448,Uyuni,BO,-20.4597,-66.825,56.43,8,1,17.56,clear sky
449,Hasaki,JP,35.7333,140.8333,48.6,68,56,7.16,broken clouds
450,Conde,BR,-7.2597,-34.9075,81.86,78,40,6.91,scattered clouds
451,Mragowo,PL,53.8644,21.3051,35.6,75,59,5.99,broken clouds
452,Sioux Lookout,CA,50.1001,-91.917,29.79,87,100,5.95,light snow
453,Mangaratiba,BR,-22.9597,-44.0406,70.02,73,66,4.12,broken clouds
454,Newport,GB,51.5877,-2.9984,54.68,86,94,6.71,overcast clouds
455,Charagua,BO,-19.8,-63.2167,73.27,38,67,7.11,broken clouds
456,Saint-Augustin,CA,51.226,-58.6502,36.77,100,100,15.86,overcast clouds
457,Katherine,AU,-14.4667,132.2667,71.92,78,12,0.0,few clouds
458,Broken Hill,AU,-31.95,141.4333,69.94,37,100,6.31,overcast clouds
459,Campbellsville,US,37.3434,-85.3419,57.72,39,100,4.0,overcast clouds
460,Henties Bay,NA,-22.116,14.2845,62.44,77,1,6.91,clear sky
461,Malakal,SS,9.5334,31.6605,89.2,37,77,7.34,broken clouds
462,Longonjo,AO,-12.9067,15.2533,63.16,98,100,2.04,light rain
463,Lasa,IT,46.6166,10.7002,37.65,82,15,3.96,few clouds
464,Tulum,MX,20.2167,-87.4667,86.72,49,0,7.67,clear sky
465,La Asuncion,VE,11.0333,-63.8628,83.93,65,100,21.85,overcast clouds
466,Ordzhonikidze,KZ,52.4411,61.7408,46.13,66,100,6.2,overcast clouds
467,Trebisacce,IT,39.8708,16.5312,50.36,63,100,12.15,overcast clouds
468,Boueni,YT,-12.9025,45.0761,78.78,71,2,5.88,clear sky
469,Medina Del Campo,ES,41.3124,-4.9141,56.8,55,100,10.94,overcast clouds
470,Porbandar,IN,21.6422,69.6093,79.77,73,4,9.8,clear sky
471,Atikokan,CA,48.7555,-91.6216,31.8,91,100,6.24,light snow
472,La Plata,AR,-34.9215,-57.9545,69.04,59,100,7.56,overcast clouds
473,Jinchang,CN,38.4953,102.1739,39.85,36,56,0.76,broken clouds
474,Vanavara,RU,60.34,102.2797,36.41,88,80,11.05,broken clouds
475,Nizwa,OM,22.9333,57.5333,82.67,27,4,3.4,clear sky
476,Berdigestyakh,RU,62.0989,126.6992,23.99,82,100,11.7,overcast clouds
477,Ejura,GH,7.3856,-1.3562,80.56,70,95,4.97,overcast clouds
478,Samana,DO,19.2056,-69.3369,77.65,82,100,7.45,moderate rain
479,Zarinsk,RU,53.7074,84.9493,50.14,75,100,7.02,overcast clouds
480,Flin Flon,CA,54.7682,-101.865,32.72,59,100,1.9,overcast clouds
481,Tefe,BR,-3.3542,-64.7114,78.66,87,99,3.49,overcast clouds
482,Nhamunda,BR,-2.1861,-56.7131,80.85,90,92,1.03,overcast clouds
483,Tungor,RU,53.3808,142.9564,20.97,94,91,1.48,overcast clouds
484,Rosario,AR,-32.9468,-60.6393,72.95,45,32,3.0,scattered clouds
485,Tadine,NC,-21.55,167.8833,77.54,76,100,3.2,moderate rain
486,Nsanje,MW,-16.92,35.262,71.69,97,56,3.0,broken clouds
487,Fort Nelson,CA,58.8053,-122.7002,18.37,71,100,4.99,overcast clouds
488,Tura,IN,25.5198,90.2201,67.71,82,0,4.76,clear sky
489,Talcahuano,CL,-36.7167,-73.1167,56.95,83,83,7.99,broken clouds
490,Nazilli,TR,37.9163,28.3223,59.14,60,3,2.84,clear sky
491,Margate,GB,51.3813,1.3862,49.69,75,100,1.01,overcast clouds
492,Bahia Blanca,AR,-38.7196,-62.2724,67.69,52,23,3.42,few clouds
493,Binzhou,CN,37.3667,118.0167,54.41,37,100,3.89,overcast clouds
494,Clyde River,CA,70.4692,-68.5914,-4.79,88,100,5.44,overcast clouds
495,Berlevag,NO,70.8578,29.0864,41.0,87,100,17.27,overcast clouds
496,Saint Anthony,US,45.0205,-93.218,44.02,58,100,14.97,overcast clouds
497,Bhag,PK,29.0415,67.8239,91.8,17,100,6.8,overcast clouds
498,Qui Nhon,VN,13.7667,109.2333,73.9,91,93,5.23,overcast clouds
499,Morro Bay,US,35.3658,-120.8499,77.4,59,9,10.0,clear sky
500,Termiz,UZ,37.2242,67.2783,69.89,43,64,11.5,broken clouds
501,Medicine Hat,CA,50.0501,-110.6683,45.72,37,100,5.99,overcast clouds
502,Viedma,AR,-40.8135,-62.9967,67.78,55,2,12.19,clear sky
503,Oriximina,BR,-1.7656,-55.8661,80.56,85,88,1.25,moderate rain
504,Soure,BR,-0.7167,-48.5233,79.54,82,100,9.19,moderate rain
505,Lasalgaon,IN,20.15,74.2333,79.77,34,0,8.66,clear sky
506,Aklavik,CA,68.2191,-135.0107,17.6,76,100,15.86,overcast clouds
507,Port-Gentil,GA,-0.7193,8.7815,80.56,94,75,3.44,thunderstorm
508,Kamaishi,JP,39.2667,141.8833,46.96,80,21,5.55,few clouds
509,Hailar,CN,49.2,119.7,35.65,34,100,11.54,overcast clouds
510,Green River,US,41.5286,-109.4662,48.97,35,90,11.99,overcast clouds
511,Olinda,BR,-8.0089,-34.8553,79.81,80,43,7.29,scattered clouds
512,Matamoros,MX,25.5333,-103.25,96.01,5,99,10.25,overcast clouds
513,Port Blair,IN,11.6667,92.75,81.12,74,72,1.81,broken clouds
514,Soe,ID,-9.8607,124.284,66.36,89,99,4.18,overcast clouds
515,Bitung,ID,1.4451,125.1824,76.05,84,100,4.97,overcast clouds
516,Great Yarmouth,GB,52.6083,1.7305,50.41,73,73,12.12,broken clouds
517,Baruun-Urt,MN,46.6806,113.2792,39.47,40,11,8.32,few clouds
518,Upington,ZA,-28.4478,21.2561,70.07,39,0,4.83,clear sky
519,Vidim,RU,56.4088,103.1106,39.72,96,100,5.1,overcast clouds
520,Kendari,ID,-3.945,122.4989,75.06,93,100,2.15,light rain
521,Dingle,PH,10.9995,122.6711,75.2,89,80,7.34,broken clouds
522,Flinders,AU,-34.5833,150.8552,61.38,85,82,3.0,broken clouds
523,Tazovskiy,RU,67.4667,78.7,12.09,92,98,13.18,overcast clouds
524,Shestakovo,RU,56.4915,103.96,40.19,96,100,4.81,overcast clouds
525,Tucuman,AR,-26.8241,-65.2226,70.95,61,1,3.96,clear sky
526,Gorno-Altaysk,RU,51.9561,85.955,52.25,56,100,6.44,overcast clouds
527,Mvuma,ZW,-19.2792,30.5283,59.02,93,100,7.7,overcast clouds
528,Rize,TR,40.9044,40.8949,39.27,40,58,13.82,broken clouds
529,Ambovombe,MG,-25.1667,46.0833,73.42,87,75,10.49,broken clouds
530,Loviisa,FI,60.4566,26.2251,38.21,91,96,4.81,overcast clouds
531,Kahului,US,20.8947,-156.47,82.42,67,40,26.46,scattered clouds
532,Hualmay,PE,-11.0964,-77.6139,70.45,75,8,11.21,clear sky
533,Boulder City,US,35.9786,-114.8325,85.42,10,0,0.0,clear sky
534,Esperance,AU,-33.8667,121.9,59.85,62,70,8.72,broken clouds
535,Hohhot,CN,40.8106,111.6522,41.86,78,95,6.6,overcast clouds
536,Pleshanovo,RU,52.8333,53.4833,48.29,85,99,3.96,overcast clouds
537,Sampit,ID,-2.5333,112.95,74.23,93,69,1.66,broken clouds
538,Kavaratti,IN,10.5669,72.642,83.34,74,59,4.88,broken clouds
539,Peniche,PT,39.3558,-9.3811,60.3,89,42,21.63,scattered clouds
540,Hirara,JP,24.8,125.2833,70.29,69,87,7.74,overcast clouds
541,Homer,US,59.6425,-151.5483,42.67,72,100,5.75,light rain
542,Kangavar,IR,34.5043,47.9653,47.93,40,0,3.94,clear sky
543,Thiruvananthapuram,IN,8.4833,76.9167,76.98,94,75,0.0,mist
544,Mitsamiouli,KM,-11.3847,43.2844,81.91,74,9,7.47,clear sky
545,Redmond,US,47.674,-122.1215,60.24,42,57,4.0,broken clouds
546,Nacozari,MX,25.3366,-108.2574,99.1,22,84,14.34,broken clouds
547,Saint-Georges,GD,12.0564,-61.7485,80.15,75,97,15.66,overcast clouds
548,Mancio Lima,BR,-7.6142,-72.8958,84.94,62,69,3.47,broken clouds
549,Comodoro Rivadavia,AR,-45.8667,-67.5,66.51,47,21,15.08,few clouds
550,Marawi,PH,7.9986,124.2928,68.63,96,83,1.07,broken clouds
551,Sorong,ID,-0.8833,131.25,81.99,79,37,12.19,scattered clouds
552,Kresttsy,RU,58.2452,32.5165,29.77,95,100,2.3,overcast clouds
553,Mana,GF,5.6592,-53.7767,79.07,81,36,10.27,scattered clouds
554,Polunochnoye,RU,60.8697,60.4153,18.84,93,11,3.83,few clouds
555,Kattivakkam,IN,13.2167,80.3167,86.09,87,34,3.83,scattered clouds
556,Kinkala,CG,-4.3614,14.7644,72.75,94,100,1.77,light rain
557,Oktyabrskoye,RU,43.0645,44.7417,48.34,76,26,8.95,scattered clouds
558,Bilibino,RU,68.0546,166.4372,18.79,91,100,1.3,overcast clouds
559,Beyneu,KZ,45.3167,55.2,62.1,36,1,7.07,clear sky
560,Lamu,KE,-2.2717,40.902,80.82,82,100,11.86,moderate rain
561,Tiznit,MA,29.5833,-9.5,74.95,23,100,2.08,overcast clouds
562,Castro Alves,BR,-12.7656,-39.4283,73.0,85,100,11.48,overcast clouds
563,Pinyug,RU,60.251,47.7842,24.51,95,52,3.22,broken clouds
564,Nagar Karnul,IN,16.4821,78.3247,82.72,57,97,3.89,overcast clouds
565,Cheremukhovo,RU,60.3484,59.9851,16.63,95,6,3.11,clear sky
566,Buin,CL,-33.7333,-70.75,75.52,33,13,8.59,few clouds
567,Hazorasp,UZ,41.3194,61.0742,53.44,45,100,17.27,overcast clouds
568,Idaho Falls,US,43.4666,-112.0341,48.99,40,100,21.85,overcast clouds
569,Seredka,RU,58.1584,28.1858,29.95,83,70,3.29,broken clouds
570,Sestri Levante,IT,44.2732,9.3968,60.71,38,96,4.0,overcast clouds
571,Shilka,RU,51.85,116.0333,39.87,79,100,7.07,overcast clouds
572,Kimbe,PG,-5.5502,150.1429,77.25,91,100,2.26,overcast clouds
573,Sistranda,NO,63.7256,8.834,46.36,75,73,7.34,broken clouds
574,Sao Felix Do Xingu,BR,-6.6447,-51.995,76.37,96,89,1.79,light rain
575,Changping,CN,40.2186,116.2197,49.64,46,100,4.61,overcast clouds
576,Cabo Rojo,PR,18.0866,-67.1457,84.25,69,71,5.99,broken clouds
577,The Valley,AI,18.217,-63.0578,79.83,76,5,23.91,clear sky
578,Kenai,US,60.5544,-151.2583,43.03,60,100,3.44,overcast clouds
579,Sahuaripa,MX,29.05,-109.2333,97.74,5,47,6.06,scattered clouds
580,Yukuhashi,JP,33.7287,130.983,51.1,60,99,0.56,overcast clouds
581,Sarkand,KZ,45.41,79.9186,58.89,20,62,6.91,broken clouds
582,Timberlake,US,37.3207,-79.2575,69.96,22,0,1.01,clear sky
583,Nador,MA,35.174,-2.9287,66.45,63,0,1.14,clear sky
584,Paignton,GB,50.4357,-3.5679,52.36,72,42,7.0,scattered clouds
585,Washington,US,47.5001,-120.5015,52.05,34,37,4.68,scattered clouds
586,Victor Harbor,AU,-35.5667,138.6167,57.69,92,100,9.98,overcast clouds
587,Chemin Grenier,MU,-20.4872,57.4656,76.69,88,74,13.42,light rain
588,Sevenoaks,GB,51.27,0.1928,53.87,49,0,5.75,clear sky
589,Nelson Bay,AU,-32.7167,152.15,61.09,95,26,5.79,scattered clouds
590,Kangaatsiaq,GL,68.3065,-53.4641,11.03,90,95,7.94,overcast clouds
591,Sao Joao Da Barra,BR,-21.6403,-41.0511,75.29,72,3,11.63,clear sky
592,Salym,RU,60.0625,71.4789,24.51,96,50,4.03,scattered clouds
593,Agadez,NE,19.75,10.25,79.47,14,96,7.27,overcast clouds
594,Oranjemund,NA,-28.55,16.4333,59.79,77,0,10.13,clear sky
595,Nizhniy Odes,RU,63.6445,54.856,26.91,96,78,6.35,broken clouds
596,Lakes Entrance,AU,-37.8811,147.981,60.17,85,100,2.84,light rain
597,Tessalit,ML,20.1986,1.0114,77.02,20,0,7.99,clear sky
598,Belmonte,BR,-15.8631,-38.8828,77.43,75,100,14.76,overcast clouds
599,Fukue,JP,32.6881,128.8419,59.9,45,100,4.97,overcast clouds
600,Mgandu,TZ,-5.95,34.1333,60.39,93,21,4.29,few clouds
601,Akdagmadeni,TR,39.6603,35.8836,57.63,39,100,11.77,overcast clouds
602,Bontang,ID,0.1333,117.5,78.13,88,100,7.0,overcast clouds
603,Ram Das,IN,31.9661,74.9047,75.11,25,3,6.42,clear sky
604,Vung Tau,VN,10.346,107.0843,82.09,76,35,20.87,scattered clouds
605,Sobolevo,RU,54.4299,31.8996,34.59,72,96,11.41,overcast clouds
606,Inuvik,CA,68.3499,-133.7218,15.28,79,100,15.64,overcast clouds
607,Chicama,PE,-7.8447,-79.1469,64.94,65,5,10.58,clear sky
608,Amnat Charoen,TH,15.9167,104.75,74.43,75,100,11.59,overcast clouds
609,Ballangen,NO,68.3428,16.8315,39.42,100,75,3.44,broken clouds
610,Pitimbu,BR,-7.4706,-34.8086,81.19,80,62,6.51,broken clouds
611,Lufilufi,WS,-13.8745,-171.5986,85.78,75,24,18.21,few clouds
612,Dicabisagan,PH,17.0818,122.4157,76.01,87,95,5.75,overcast clouds
613,Ormara,PK,25.2088,64.6357,80.6,84,0,4.16,clear sky
614,Raga,SS,8.4596,25.678,83.75,40,12,4.12,few clouds
615,Betafo,MG,-19.8333,46.85,59.13,94,17,5.12,few clouds
616,Belluru,IN,12.9911,76.7444,75.99,62,60,3.02,broken clouds
617,Thouars,FR,46.976,-0.2151,54.52,67,100,5.53,overcast clouds
618,Fortuna Foothills,US,32.6578,-114.4119,92.21,12,0,8.05,clear sky
619,Diego De Almagro,CL,-26.3667,-70.05,73.65,25,0,10.69,clear sky
620,Ilhabela,BR,-23.7781,-45.3581,70.21,70,89,3.67,overcast clouds
621,Yima,CN,34.7381,111.8839,48.06,74,65,8.86,broken clouds
622,Tharad,IN,24.3961,71.6267,81.19,65,5,13.11,clear sky
623,Fare,PF,-16.7,-151.0167,81.46,72,11,12.71,few clouds
624,Avera,US,33.194,-82.5271,80.55,49,100,3.96,overcast clouds
625,Dragalina,RO,44.4333,27.3167,44.74,61,100,13.49,overcast clouds
626,Darhan,MN,49.4867,105.9228,44.4,39,66,9.66,broken clouds
627,Anjiang,CN,27.3194,110.1031,49.26,97,100,1.14,overcast clouds
628,Namagiripettai,IN,11.4667,78.2667,81.43,75,67,3.74,broken clouds
629,Bahawalpur,PK,29.4,71.6833,92.39,15,85,10.22,overcast clouds
630,Nicoya,CR,10.1483,-85.452,93.72,39,100,6.64,overcast clouds
631,Ulverstone,AU,-41.15,146.1667,57.63,90,100,5.88,overcast clouds
632,Puga,MX,21.5833,-104.8167,96.87,21,40,13.8,scattered clouds
633,Zhigansk,RU,66.7697,123.3711,27.01,79,100,29.68,overcast clouds
634,Namibe,AO,-15.1961,12.1522,75.27,72,24,2.93,few clouds
635,Khlung,TH,12.4547,102.2214,85.1,100,100,2.55,overcast clouds
636,Vao,NC,-22.6667,167.4833,76.98,71,30,4.85,scattered clouds
637,Gouyave,GD,12.1646,-61.7296,79.09,77,97,17.43,overcast clouds
638,Yining,CN,29.0361,114.5636,51.22,95,100,2.55,overcast clouds
639,Tomatlan,MX,19.9333,-105.25,87.82,46,59,11.01,broken clouds
640,Tuy Hoa,VN,13.0833,109.3,75.79,89,95,4.88,overcast clouds
641,Manzanillo,CU,20.3433,-77.1167,83.8,55,46,6.91,scattered clouds
642,Princeton,US,25.5384,-80.4089,84.02,67,20,10.36,few clouds
643,Fairbanks,US,64.8378,-147.7164,36.48,27,0,10.36,clear sky
644,Boyolangu,ID,-8.1181,111.8935,75.79,92,100,3.69,overcast clouds
645,Marsa Matruh,EG,31.3525,27.2453,64.36,79,85,16.73,overcast clouds
646,Beian,NO,63.6559,9.5683,46.99,71,0,10.36,clear sky
647,Kurilsk,RU,45.2333,147.8833,38.01,86,73,7.72,broken clouds
648,Codrington,AU,-38.2667,141.9667,58.37,85,100,7.96,overcast clouds
649,Sherman,US,33.6357,-96.6089,78.62,41,0,13.8,clear sky
650,Kidal,ML,18.4411,1.4078,80.62,14,98,10.07,overcast clouds
651,Chapada Dos Guimaraes,BR,-15.4606,-55.7497,78.46,75,20,4.18,few clouds
652,Poya,NC,-21.35,165.15,75.07,72,91,1.61,overcast clouds
653,Carauari,BR,-4.8828,-66.8958,81.43,91,100,1.25,heavy intensity rain
654,Ondangwa,NA,-17.9167,15.95,76.41,54,83,8.43,broken clouds
655,Port Hedland,AU,-20.3167,118.5667,77.05,61,27,6.91,scattered clouds
656,Kostomuksha,RU,64.571,30.5767,35.46,97,100,3.4,overcast clouds
657,Forecariah,GN,9.4306,-13.0881,77.27,70,47,5.55,scattered clouds
658,Bourg-En-Bresse,FR,46.1667,5.1667,53.42,66,3,2.3,clear sky
659,Andenes,NO,69.3143,16.1194,42.78,81,100,11.5,overcast clouds
660,Denpasar,ID,-8.65,115.2167,80.26,88,20,4.61,few clouds
661,Severo-Yeniseyskiy,RU,60.3725,93.0408,24.46,88,99,11.5,overcast clouds
662,Katsuura,JP,35.1333,140.3,59.47,73,97,5.79,overcast clouds
